BAIN DE BGNE-La Croix Rouge;75, La Croix Rouge;Bain-de-Bretagne;35470;2021-02-22;;https://vaccination-covid.keldoc.com/cabinet-medical/bain-de-bretagne-35470/salle-des-fetes-de-bain-de-bretagne/centre-de-vaccination-de-la-salle-des-fetes-de-bain-de-bretagne;1439;keldoc;2;3;83778:49574:49575:55479:55480
MONTFORT SUR MEU-COSEC;1, Route d’Iffendic;Montfort-sur-Meu;35160;2021-02-22;;https://partners.doctolib.fr/centre-de-sante/montfort-sur-meu/centre-de-vaccination-covid-19-de-broceliande?pid=practice-166461&enable_cookies_consent=1;1440;doctolib;2;2;2565801:414976-419822-441157:166461
ST-GREGOIRE - Salle EMC2;1 h, Espace Performance;Saint-Grégoire;35760;2021-01-19;;https://partners.doctolib.fr/centre-de-sante/saint-gregoire/centre-de-vaccination-de-saint-gregoire?pid=practice-164480&enable_cookies_consent=1;896;doctolib;2;2;2547466:410311-410312-426644-429559-484264:164480
CH VITRE - Parc expo;Chemin du Feil, Hall 3 (parc des exposiitons);Vitré;35500;2021-04-15;;https://partners.doctolib.fr/vaccination-covid-19/vitre/ch-de-vitre-centre-de-vaccination-covid-19?pid=establishment-5493?pid=practice-179512&enable_cookies_consent=1;411;doctolib;2;2;2542521:408894-425819-425820-435497-435498-443572-443575-443576-443577-455550:165313
RENNES Le Liberté;1, Esplanade Général de Gaulle;Rennes;35000;2021-01-18;;https://partners.doctolib.fr/centre-de-vaccinations-internationales/rennes/centre-de-vaccination-covid-19-rennes-liberte?speciality_id=5494&enable_cookies_consent=1;892;doctolib;2;2;2548527:410820-410821-410823-417725-417726-417727-417728-417731-429575-429639-436265-436809-436810-436811-449554-471900-472886-473600-473601-473602-473607:164684
LIFFRE - Centre social;9, Rue des Ecoles;Liffré;35340;2021-02-23;;https://partners.doctolib.fr/centre-de-sante/liffre/centre-de-vaccination-covid-19-de-liffre?pid=practice-169415&enable_cookies_consent=1;1450;doctolib;2;2;2603130:421363-426000-431307-445444-449252-463043:169415
DINARD - Salle Henri Dunant;2 bis, Rue Henri Dunant;Dinard;35800;2021-04-13;;https://partners.doctolib.fr/hopital-public/dinard/centre-de-vaccination-covid19-ch-de-dinard?pid=practice-181781&enable_cookies_consent=1;2338;doctolib;2;2;2759810:453540-453541-453543-454153:181781x2857880:454155-473808-473809-473810-473811-473812:181781
DOL DE BGNE-Club de l'amitié;21, Rue Eléonor Daubrée;Dol-de-Bretagne;35120;2021-02-22;;https://partners.doctolib.fr/centre-de-sante/dol-de-bretagne/centre-de-vaccination-dol-de-bretagne?pid=practice-165293&enable_cookies_consent=1;1438;doctolib;2;2;2553547:412435-445477-451713-451992-452020-474687-481026:165293
VAL-COUESNON - Ancienne Mairie d'Antrain;Place de l’Église (ancienne mairie d'Antrain);Val-Couesnon;35560;2021-04-26;;https://partners.doctolib.fr/centre-de-sante/val-couesnon/centre-de-vaccination-covid-19-cpts-de-marches-de-bretagne?pid=practice-181211&enable_cookies_consent=1;2449;doctolib;2;2;2752219:454026:181211
RETIERS - Salle polyvalente;2, Rue Victor Hugo;Retiers;35240;2021-03-15;;https://www.maiia.com/centre-de-vaccination/35240-retiers/centre-de-vaccination-territorial-de-retiers-;1737;maiia;2;1;60071225cd19c5464610ecfd:608e238eca858a35c09d939a
CANCALE - Salle Cancaven;Rue d'arstein;Cancale;35260;2021-04-27;;https://partners.doctolib.fr/centre-de-vaccinations-internationales/cancale/centre-de-vaccination-covid-19-ville-de-cancale?pid=practice-184743&enable_cookies_consent=1;2457;doctolib;2;2;2553084:476354-476355-476357-476360-476362:184743
COMBOURG - CH St Joseph;Les rivières;Combourg;35270;2021-03-16;;https://partners.doctolib.fr/centre-de-sante/combourg/centre-de-vaccination-covid-19-de-la-cpts-de-bretagne-romantique?pid=practice-176632&enable_cookies_consent=1;2001;doctolib;2;2;2889436:456500-474297-484147:176632
RENNES - Grand centre stade Robert Poirier;Avenue du Professeur Léon Bernard;Rennes;35000;2021-04-07;;https://partners.doctolib.fr/centre-de-sante/ile-et-vilaine/centre-de-vaccination-covid-19-vaccimobile-35-ars-communes-ile-et-vilaine?pid=practice-178662&enable_cookies_consent=1;2217;doctolib;2;2;2730650:444293-448973-448974-448975-448976-448977-448978-448979-448980-461899-461901-461902-471302-471305-471311-471313-471316-471317-471318-471320-471322-471323-471325-471326-481080-481081-481082-481115-484660-485333:178662
CHANTEPIE - EDEFS;13, Rue d’Hallouvry;Chantepie;35135;2021-04-12;;https://partners.doctolib.fr/centre-de-sante/chantepie/centre-de-vaccination-covid-19-chantepie?pid=practice-181675&enable_cookies_consent=1;2397;doctolib;2;2;2756293:453116-453117-458000-461961-462746-462767-470919-470922-472565-486364:181675
RENNES SOS Médecin;106, Rue Eugène Pottier;Rennes;35000;2021-01-19;;https://partners.doctolib.fr/cabinet-medical/rennes/centre-de-vaccination-covid-19-sos-medecins-rennes?pid=practice-165130?speciality_id=5494&enable_cookies_consent=1;888;doctolib;2;2;2552100:412000-412002-412030-416903-424721:165130
